,,MN,MN,MN,MN,MN,MN,MN,0,G1,G1,G1,G1,G1,G1,G1,,NH,NH,NH,NH,NH,NH,NH,1,G2,G2,G2,G2,G2,G2,G2,,DD,DD,DD,DD,DD,DD,DD,0,G3,G3,G3,G3,G3,G3,G3,,SH,SH,SH,SH,SH,SH,SH,0,G4,G4,G4,G4,G4,G4,G4
3-Feb-13,8:28:24,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
3-Feb-13,8:28:41,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
3-Feb-13,8:28:50,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
3-Feb-13,8:28:58,A,C,,M,N,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
3-Feb-13,8:29:00,A,C,,M,N,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
3-Feb-13,8:29:06,A,C,,M,N,S,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:29:15,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:29:30,A,C,L,,N,S,T,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:29:36,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:29:38,A,C,,M,N,S,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:30:00,A,C,,M,N,S,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:30:19,A,C,,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,L>,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:30:29,A,C,,M,N,S,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:30:31,A,C,,M,N,S,,0,,,,,,,,,,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:30:32,,C,,M,N,S,,0,,,,,,,,,A,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:30:36,,C,L,M,N,S,,0,,,,,,,,,A,,,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:30:38,,C,L,M,N,S,,0,,,,,,,,,A,,,,,,,1,,,,,,,T>,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:31:00,,C,L,M,N,S,,0,,,,,,,,,A,,,,,,,1,,,,,,,T>,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:31:05,,C,L,M,N,S,,0,,,,,,,,,A,,,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:31:08,A,C,L,M,N,S,,0,,,,,,,,,,,,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:31:09,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:31:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Feb-13,8:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Feb-13,8:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Feb-13,8:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Feb-13,8:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Feb-13,8:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Feb-13,8:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Feb-13,8:37:39,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,L,M,N,S,T,0,,,,,,,
3-Feb-13,8:37:41,,,,M,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,L,,N,S,T,0,,,,,,,
3-Feb-13,8:37:42,,,,M,0,0,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,L,,0,0,T,0,,,,,,,
3-Feb-13,8:37:43,,,,M,0,0,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,L,,,,T,0,,,,,,,
3-Feb-13,8:37:44,,,,M,0,0,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,T,0,,,,,,,,,A,C,L,,,,,0,,,,,,,
3-Feb-13,8:37:50,,,,,0,0,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,,,,,,T,0,,,,,,,,,A,C,L,,,,,0,,,,,,,
3-Feb-13,8:37:51,,,,,0,0,,0,,,,,,,,,,,,M,0,0,,1,,,,,,,,,,,,,,,T,0,,,,,,,,,A,C,L,,,,,0,,,,,,,
3-Feb-13,8:37:52,,,,,0,0,,0,,,,,,,,,,,,M,,,,1,,,,,0,0,,,,,,,,,T,0,,,,,,,,,A,C,L,,,,,0,,,,,,,
3-Feb-13,8:38:00,,,,,0,0,,0,,,,,,,,,,,,M,,,,0,,,,,0,0,,,,,,,,,T,0,,,,,,,,,A,C,L,,,,,0,,,,,,,
3-Feb-13,8:38:03,,,,,0,0,,0,,,,,,,,,,,,M,,,,1,,,,,0,0,,,,C,,,,,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
3-Feb-13,8:38:10,,,,,0,0,,0,,,,,,,,,,,,M,,,,1,,,,,0,0,,,,C,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
3-Feb-13,8:38:16,,,,,0,0,,0,,,,,,,,,,,,M,0,0,,1,,,,,,,,,,C,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
3-Feb-13,8:38:25,,,,,N,S,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,C,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
3-Feb-13,8:38:27,,,,,N,S,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,C,L,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:38:39,,,,,N,S,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,,L,,,,,0,,,,,,,,,A,C,,,,,T,0,,,,,,,
3-Feb-13,8:38:44,,C,,,N,S,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,,L,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:38:44,,C,,,N,S,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,,L,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:38:55,,C,,M,N,S,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,L,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:38:59,,C,,M,N,S,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
3-Feb-13,8:39:00,,C,,M,N,S,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
3-Feb-13,8:39:03,,,,M,N,S,,0,,,,,,,,,,C,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
3-Feb-13,8:39:07,,,L,M,N,S,,0,,,,,,,,,,C,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:39:23,,,L,M,N,S,,0,,,,,,,,,,,,,,,,1,,C>,,,,,,,,,,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:39:31,,,L,M,N,S,,0,,,,,,,,,,,,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:39:32,,,,M,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:39:48,,,,M,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:40:00,,,,M,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:40:15,,,,,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,,0,,,,,,,,,A,,,M,,,T,0,,,,,,,
3-Feb-13,8:40:24,,,,,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,A,,,M,,,,0,,,,,,,
3-Feb-13,8:40:33,,,,M,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:41:00,,,,M,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:41:16,,,,,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,A,,,M,,,,0,,,,,,,
3-Feb-13,8:41:43,,,,M,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:42:00,,,,M,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:42:01,A,,,M,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:42:22,A,,,,N,S,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,8:42:38,A,,,,N,,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,,T,0,,,,,,,,,,,,M,,S,,0,,,,,,,
3-Feb-13,8:42:45,A,,,,N,,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,S,T,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,8:42:51,A,,,,N,,,0,,,,,,,,,,,L,,,,,1,,C>,,,,,,,,,,,,S,T,0,,,,<M,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:42:53,A,,,,N,,,0,,,,,,,,,,,L,,,,,1,,C>,,,,<S,,,,,,,,,T,0,,,,<M,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:43:00,A,,,,N,,,0,,,,,,,,,,,L,,,,,1,,C>,,,,<S,,,,,,,,,T,0,,,,<M,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:43:05,A,,,,N,,,0,,,,,,,,,,C,L,,,,,1,,,,,,<S,,,,,,,,,T,0,,,,<M,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:43:07,A,,,,N,,,0,,,,,,,,,,C,,,,,,1,,,L>,,,<S,,,,,,,,,T,0,,,,<M,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:43:13,A,,,,N,,,0,,,,,,,,,,C,,,,,,1,,,L>,,,<S,,,,,,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,8:43:15,A,,,,,,,0,,,,,,,,,,C,,,,,,1,,,L>,,,<S,,,,,,,,,T,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,8:43:16,A,C,,,,,,0,,,,,,,,,,,,,,,,1,,,L>,,,<S,,,,,,,,,T,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,8:43:25,A,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,<S,,,,,,,,,T,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,8:43:29,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,<S,,,,,,,,,T,0,,,,,,,,,A,,,M,N,,,0,,,,,,,
3-Feb-13,8:43:31,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,S,T,0,,,,,,,,,A,,,M,N,,,0,,,,,,,
3-Feb-13,8:43:38,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,,<T,,,,,,,S,,0,,,,,,,,,A,,,M,N,,,0,,,,,,,
3-Feb-13,8:43:43,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,S,T,0,,,,,,,,,A,,,M,N,,,0,,,,,,,
3-Feb-13,8:43:48,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,<S,,,,,,,,,T,0,,,,,,,,,A,,,M,N,,,0,,,,,,,
3-Feb-13,8:43:52,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,<S,,,,,,,,,T,0,,,,<M,,,,,A,,,,N,,,0,,,,,,,
3-Feb-13,8:43:58,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,S,T,0,,,,<M,,,,,A,,,,N,,,0,,,,,,,
3-Feb-13,8:44:00,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,S,T,0,,,,<M,,,,,A,,,,N,,,0,,,,,,,
3-Feb-13,8:44:20,,C,,,,,,0,,,,,,,,,,,,,,,,1,,,L>,,,,,,,,,,,S,T,0,,,,<M,,,,,A,,,,N,,,0,,,,,,,
3-Feb-13,8:45:00,,C,,,,,,0,,,,,,,,,,,,,,,,1,,,L>,,,,,,,,,,,S,T,0,,,,<M,,,,,A,,,,N,,,0,,,,,,,
3-Feb-13,8:45:09,,C,,,,,,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,S,T,0,,,,<M,,,,,A,,,,N,,,0,,,,,,,
3-Feb-13,8:45:27,,C,L,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,T,0,,,,<M,,,,,A,,,,N,,,0,,,,,,,
3-Feb-13,8:45:31,,C,L,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,S,T,0,,,,<M,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:45:40,,C,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,S,T,0,,,,<M,,,,,A,,L,,,,,0,,,,,,,
3-Feb-13,8:45:44,,C,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,T,0,,,,<M,,,,,A,,L,,N,,,0,,,,,,,
3-Feb-13,8:45:45,,C,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,T,0,,,,,,,,,A,,L,M,N,,,0,,,,,,,
3-Feb-13,8:45:48,,C,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,L,,,S,T,0,,,,,,,,,A,,,M,N,,,0,,,,,,,
3-Feb-13,8:45:50,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,L,,,S,T,0,,,,,,,,,A,C,,M,N,,,0,,,,,,,
3-Feb-13,8:45:55,,,,M,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,L,,,S,T,0,,,,,,,,,A,C,,,N,,,0,,,,,,,
3-Feb-13,8:45:56,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,L,,,S,T,0,,,,,,,,,A,C,,,,,,0,,,,,,,
3-Feb-13,8:46:00,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,L,,,S,T,0,,,,,,,,,A,C,,,,,,0,,,,,,,
3-Feb-13,8:46:01,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,C,L,,,S,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:46:04,,,,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,C,L,,,S,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:46:07,,,,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,C,,,,S,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
3-Feb-13,8:46:07,,,,,N,,,0,,,,,,,,,,,,,,,,1,,,,M>,,,,,,C,,,,S,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
3-Feb-13,8:46:31,,,,,N,,,0,,,,,,,,,,,,,,,,1,,,,M>,,,,,,C,L,,,S,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:46:48,,,,,,,,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,C,L,,,S,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:46:59,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,M>,N>,,,,,C,L,,,S,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:47:00,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,M>,N>,,,,,C,L,,,S,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:47:04,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,M>,N>,,,,,,L,,,S,T,0,,,,,,,,,A,C,,,,,,0,,,,,,,
3-Feb-13,8:47:09,,,,,,,,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,,L,,,S,T,0,,,,,,,,,A,C,,,,,,0,,,,,,,
3-Feb-13,8:47:11,,,,,,,,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,,L,,,S,T,0,,<C,,,,,,,A,,,,,,,0,,,,,,,
3-Feb-13,8:47:14,,,,,,,,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,,,,,S,T,0,,<C,,,,,,,A,,L,,,,,0,,,,,,,
3-Feb-13,8:47:20,,,,,,,,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,C,,,,S,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
3-Feb-13,8:47:24,,,,,N,,,0,,,,,,,,,,,,,,,,1,,,,M>,,,,,,C,,,,S,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
3-Feb-13,8:47:27,,,,,N,,,0,,,,,,,,,,,,,,,,1,,,,M>,,,,,,C,,,,S,T,0,,,,,,,,,A,,,,,,,0,,,L>,,,,
3-Feb-13,8:47:30,,,,,N,,,0,,,,,,,,,,,,,,,,1,,,,M>,,,,,,C,,,,S,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
3-Feb-13,8:47:55,,,,,N,,,0,,,,,,,,,,,,,,,,1,,,,M>,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:47:59,,,,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:48:00,,,,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:48:06,,,,,N,,,0,,,,,,,,,,,,,,,,1,,,,M>,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:48:12,,,,,,,,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:48:18,,,,,,,,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:48:25,,,L,,,,,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:48:27,,,L,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:48:36,,,L,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:48:38,,,L,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:48:52,,,,M,,,,0,,,,,,,,,,,,,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:48:55,,,,,,,,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:48:57,,,,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:49:00,,,,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:49:02,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:49:23,,,,M,,,,0,,,,,,,,,,,,,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:49:45,,,,,,,,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:49:45,,,L,,,,,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:49:52,,,L,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,8:49:55,,,,,N,,,0,,,,,,,,,,,,M,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:49:57,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:50:00,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:50:19,,,,M,,,,0,,,,,,,,,,,,,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:50:25,,,,,,,,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,A,C,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:50:32,,,,,,,,0,,,,,,,,,,,,M,N,,,1,,<C,,,,,,,A,,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:50:36,,,,,N,,,0,,,,,,,,,,,,M,,,,1,,<C,,,,,,,A,,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:50:38,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,<C,,,,,,,A,,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:51:00,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,<C,,,,,,,A,,,,,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:51:02,,,,M,N,,,0,,,,,,,,,,,,,,,,1,,<C,,,,,,,A,,,,,,T,0,,,,,,,,,,,L,,,S,,0,,,,,,,
3-Feb-13,8:51:07,,,,M,N,S,,0,,,,,,,,,,,,,,,,1,,<C,,,,,,,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:51:15,,,,M,,S,,0,,,,,,,,,,,,,N,,,1,,<C,,,,,,,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:51:22,,,,M,,,,0,,,,,,,,,,,,,N,S,,1,,<C,,,,,,,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:51:23,,,,,,,,0,,,,M>,,,,,,,,,N,S,,1,,<C,,,,,,,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
3-Feb-13,8:51:25,,,,,,,,0,,,,M>,,,,,,,,,N,S,,1,,<C,,,,,,,A,,,,,,,0,,,,,,,,,,,L,,,,T,0,,,,,,,
3-Feb-13,8:51:25,,,,,,,,0,,,,M>,,,,,,,,,N,S,,1,,<C,,,,,,,,,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
3-Feb-13,8:51:28,,,,,,,,0,,,,M>,,,,,,,,,N,,,1,,<C,,,,S>,,,,,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
3-Feb-13,8:51:33,,,,,,,,0,,,,M>,,,,,,,,,N,,,1,,,,,,S>,,,,C,L,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
3-Feb-13,8:51:42,,,,,,,,0,,,,,,,,,,,,M,N,,,1,,,,,,S>,,,,,L,,,,,0,,,,,,,,,A,C,,,,,T,0,,,,,,,
3-Feb-13,8:51:53,,C,,,,,,0,,,,,,,,,,,,M,N,,,1,,,,,,S>,,,,,L,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
