,,MN,MN,MN,MN,MN,MN,MN,0,G1,G1,G1,G1,G1,G1,G1,,NH,NH,NH,NH,NH,NH,NH,1,G2,G2,G2,G2,G2,G2,G2,,DD,DD,DD,DD,DD,DD,DD,0,G3,G3,G3,G3,G3,G3,G3,,SH,SH,SH,SH,SH,SH,SH,0,G4,G4,G4,G4,G4,G4,G4
3-Feb-13,12:15:52,A,,,,,,,0,,,,,,,,,,,L,M,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,<C,,,,,
3-Feb-13,12:15:53,A,,,,,,,0,,,,,,,,,,,L,,,,T,0,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,<C,,,,,
3-Feb-13,12:15:53,A,,,,,,,0,,,,,,,,,,,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,<C,,,,,
3-Feb-13,12:15:53,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,<C,,,,,
3-Feb-13,12:15:54,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,<C,,,,,
3-Feb-13,12:15:54,A,,,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,M,N,S,,0,,<C,,,,,
3-Feb-13,12:15:55,A,,,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,M,N,S,,0,,<C,,,,,
3-Feb-13,12:16:00,A,,,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,M,N,S,,0,,<C,,,,,
3-Feb-13,12:16:02,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,<C,,,,,
3-Feb-13,12:16:04,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,<C,,,,,
3-Feb-13,12:16:04,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,<C,,,,,
3-Feb-13,12:16:04,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
3-Feb-13,12:16:05,A,,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
3-Feb-13,12:16:06,A,,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
3-Feb-13,12:16:07,A,,L,,,,T,0,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
3-Feb-13,12:16:07,A,,L,,,,T,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
3-Feb-13,12:16:19,A,C,L,,,,T,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:16:31,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:16:36,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:16:57,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:17:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:17:20,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:17:25,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:17:39,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:17:39,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:17:46,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:18:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:18:04,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:18:09,A,C,L,,,,T,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:18:23,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:18:30,A,C,L,,,,T,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:18:52,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:18:56,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:19:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:19:10,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:19:12,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:19:45,A,C,,,,,T,0,,,L>,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:19:56,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:20:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:20:08,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:20:12,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
3-Feb-13,12:20:28,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
3-Feb-13,12:20:35,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
3-Feb-13,12:20:36,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:21:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:21:05,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
3-Feb-13,12:21:15,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
3-Feb-13,12:21:21,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
3-Feb-13,12:21:34,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:21:40,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:22:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:22:07,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:22:21,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:22:22,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:23:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:23:05,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,S>,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:23:10,A,C,L,,,,T,0,,,,,,,,,,,,M,N,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:23:11,A,C,L,,,,T,0,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:23:18,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:23:19,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
3-Feb-13,12:23:24,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
3-Feb-13,12:23:35,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
3-Feb-13,12:23:39,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,<S,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:23:40,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:23:48,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:23:49,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:23:56,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:23:57,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:24:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:24:01,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:25:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:25:10,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:25:11,A,C,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:25:17,A,C,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:25:36,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:25:44,A,,L,,,,T,0,,C>,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:25:52,A,,L,,,,T,0,,C>,,,,,,,,,,,,,,0,,,,,,S>,,,,,,M,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:25:56,A,,L,,,,T,0,,C>,,,,,,,,,,M,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:26:00,A,,L,,,,T,0,,C>,,,,,,,,,,,,,,0,,,,,,S>,,,,,,M,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:26:01,A,,L,,,,T,0,,C>,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:26:02,A,,,,,,T,0,,C>,,,,,,,,,L,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:26:03,A,,,,,,T,0,,,,,,,,,,C,L,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:26:03,A,,,,,,T,0,,,,,,,,,,C,L,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:26:09,A,,,,,,T,0,,,,,,,,,,C,L,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
3-Feb-13,12:26:13,A,,,,,,T,0,,,,,,,,,,C,L,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
3-Feb-13,12:26:16,A,C,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
3-Feb-13,12:26:18,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
3-Feb-13,12:26:18,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:26:29,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:26:42,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,<S,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:26:46,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:27:00,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:27:36,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,<S,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:27:41,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:27:49,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:27:54,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:28:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:28:09,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:28:17,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:29:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:30:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:30:20,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:30:28,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:30:50,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:30:55,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:31:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:32:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:33:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:34:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:35:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:36:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:37:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:38:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:38:30,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:38:37,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:38:38,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
3-Feb-13,12:38:42,A,C,L,,,,T,0,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
3-Feb-13,12:38:53,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
3-Feb-13,12:38:58,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
3-Feb-13,12:38:58,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,<S,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:39:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,<S,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:39:07,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:39:43,A,C,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:39:52,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:40:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:41:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:42:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:42:19,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:42:25,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:42:40,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:42:47,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:43:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:44:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:44:01,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
3-Feb-13,12:44:19,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:44:24,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:44:31,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:44:42,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:45:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:45:18,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:45:23,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
3-Feb-13,12:45:49,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:45:56,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:46:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:46:28,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:46:54,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:47:00,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:47:09,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
3-Feb-13,12:47:22,A,C,L,,,,T,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:47:27,A,C,L,,,,T,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:47:32,A,C,L,,,,T,0,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:47:36,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
3-Feb-13,12:47:37,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,
3-Feb-13,12:47:43,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
3-Feb-13,12:48:00,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
